Código do Descritor,Descritor,Nível de Complexidade do Texto,Código da Classe,Classes,1EF,2EF,3EF,4EF,5EF,Prio Ped,BNCC,SAEB
D17-5EF,"Identificar a finalidade de textos de nível 2 que circulam no campo de atuação artístico literário, da vida pública ou de estudos e pesquisas.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação artístico-literário, da vida pública ou de estudos e pesquisas.",D17-5EF–CL04,Identificar a finalidade de reportagens adaptadas ao público infanto-juvenil.,x,x,x,x,x,1.0,EF15LP01,"Analisar elementos constitutivos
 de gêneros textuais diversos.[1]"
D17-5EF,"Identificar a finalidade de textos de nível 2 que circulam no campo de atuação artístico literário, da vida pública ou de estudos e pesquisas.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação artístico-literário, da vida pública ou de estudos e pesquisas.",D17-5EF–CL05,Identificar a finalidade de textos didáticos (artigos científicos adaptados ao público infanto-juvenil).,x,x,x,x,x,1.0,EF15LP01,"Analisar elementos constitutivos
 de gêneros textuais diversos.[1]"
D18-1EF,Reconhecer o gênero de textos de nível 1 que circulam no campo de atuação da vida cotidiana e que têm a função de estabelecer comunicação interpessoal.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana.",D18-1EF-CL01,Reconhecer o gênero de um bilhete.,x,x,x,x,x,2.0,EF15LP02,Reconhecer diferentes gêneros textuais (5º ano).[2]
D18-1EF,Reconhecer o gênero de textos de nível 1 que circulam no campo de atuação da vida cotidiana e que têm a função de estabelecer comunicação interpessoal.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana.",D18-1EF-CL02,Reconhecer o gênero de um convite.,x,x,x,x,x,2.0,EF15LP02,Reconhecer diferentes gêneros textuais (5º ano).[2]
D18-1EF,Reconhecer o gênero de textos de nível 1 que circulam no campo de atuação da vida cotidiana e que têm a função de estabelecer comunicação interpessoal.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana.",D18-1EF–CL03,Reconhecer o gênero de um aviso.,x,x,x,x,x,2.0,EF15LP02,Reconhecer diferentes gêneros textuais (5º ano).[2]
D18-2EF,Reconhecer o gênero de textos de nível 1 dos campos de atuação da vida cotidiana que têm função mnemônica ou de divertir o leitor.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana.",D18-1EF–CL03,Reconhecer o gênero de uma lista.,x,x,x,x,x,2.0,EF15LP02,Reconhecer diferentes gêneros textuais (5º ano).
D18-2EF,Reconhecer o gênero de textos de nível 1 dos campos de atuação da vida cotidiana que têm função mnemônica ou de divertir o leitor.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana.",D18-2EF–CL02,Reconhecer o gênero de uma agenda.,x,x,x,x,x,2.0,EF15LP02,Reconhecer diferentes gêneros textuais (5º ano).
D18-2EF,Reconhecer o gênero de textos de nível 1 dos campos de atuação da vida cotidiana que têm função mnemônica ou de divertir o leitor.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana.",D18-2EF–CL03,Reconhecer o gênero de uma anedota ou piada.,x,x,x,x,x,2.0,EF15LP02,Reconhecer diferentes gêneros textuais (5º ano).
D18-3EF,Reconhecer o gênero de textos injuntivos de nível 1 ou que circulam no campo de atuação da vida pública.,"Textos de até 10 linhas, compostos por períodos com intercalações breves, que circulam nos campos de atuação da vida cotidiana ou da vida pública.",D18-3EF–CL01,Reconhecer o gênero de uma receita culinária.,x,x,x,x,x,2.0,EF15LP02,Reconhecer diferentes gêneros textuais (5º ano).
D18-3EF,Reconhecer o gênero de textos injuntivos de nível 1 ou que circulam no campo de atuação da vida pública.,"Textos de até 10 linhas, compostos por períodos com intercalações breves, que circulam nos campos de atuação da vida cotidiana ou da vida pública.",D18-3EF–CL02,Reconhecer o gênero regras de jogos/brincadeiras.,x,x,x,x,x,2.0,EF15LP02,Reconhecer diferentes gêneros textuais (5º ano).
D18-3EF,Reconhecer o gênero de textos injuntivos de nível 1 ou que circulam no campo de atuação da vida pública.,"Textos de até 10 linhas, compostos por períodos com intercalações breves, que circulam nos campos de atuação da vida cotidiana ou da vida pública.",D18-3EF–CL03,Reconhecer o gênero notícia.,x,x,x,x,x,2.0,EF15LP02,Reconhecer diferentes gêneros textuais (5º ano).
D18-3EF,Reconhecer o gênero de textos injuntivos de nível 1 ou que circulam no campo de atuação da vida pública.,"Textos de até 10 linhas, compostos por períodos com intercalações breves, que circulam nos campos de atuação da vida cotidiana ou da vida pública.",D18-3EF–CL04,Reconhecer o gênero regras de convivência.,x,x,x,x,x,2.0,EF15LP02,Reconhecer diferentes gêneros textuais (5º ano).
D18-4EF,"Reconhecer o gênero de textos de nível 2 que circulam no campo de atuação da vida cotidiana, da vida pública ou de estudos e pesquisas.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação da vida cotidiana, da vida pública ou de estudos e pesquisas.",D18-4EF–CL01,Reconhecer o gênero carta.,x,x,x,x,x,2.0,EF15LP02,Reconhecer diferentes gêneros textuais (5º ano).
D18-4EF,"Reconhecer o gênero de textos de nível 2 que circulam no campo de atuação da vida cotidiana, da vida pública ou de estudos e pesquisas.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação da vida cotidiana, da vida pública ou de estudos e pesquisas.",D18-4EF–CL02,Reconhecer o gênero diário.,x,x,x,x,x,2.0,EF15LP02,Reconhecer diferentes gêneros textuais (5º ano).
D18-4EF,"Reconhecer o gênero de textos de nível 2 que circulam no campo de atuação da vida cotidiana, da vida pública ou de estudos e pesquisas.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação da vida cotidiana, da vida pública ou de estudos e pesquisas.",D18-4EF–CL03,Reconhecer o gênero notícia.,x,x,x,x,x,2.0,EF15LP02,Reconhecer diferentes gêneros textuais (5º ano).
D18-4EF,"Reconhecer o gênero de textos de nível 2 que circulam no campo de atuação da vida cotidiana, da vida pública ou de estudos e pesquisas.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação da vida cotidiana, da vida pública ou de estudos e pesquisas.",D18-4EF–CL04,Reconhecer o gênero campanha de conscientização.,x,x,x,x,x,2.0,EF15LP02,Reconhecer diferentes gêneros textuais (5º ano).
D18-4EF,"Reconhecer o gênero de textos de nível 2 que circulam no campo de atuação da vida cotidiana, da vida pública ou de estudos e pesquisas.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação da vida cotidiana, da vida pública ou de estudos e pesquisas.",D18-4EF–CL05,Reconhecer o gênero carta do leitor.,x,x,x,x,x,2.0,EF15LP02,Reconhecer diferentes gêneros textuais (5º ano).
D18-4EF,"Reconhecer o gênero de textos de nível 2 que circulam no campo de atuação da vida cotidiana, da vida pública ou de estudos e pesquisas.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação da vida cotidiana, da vida pública ou de estudos e pesquisas.",D18-4EF–CL06,Reconhecer o gênero curiosidade científica.,x,x,x,x,x,2.0,EF15LP02,Reconhecer diferentes gêneros textuais (5º ano).
D18-5EF,"Reconhecer o gênero de textos de nível 2 que circulam no campo de atuação artístico literário, da vida pública ou de estudos e pesquisas.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação artístico-literário, da vida pública ou de estudos e pesquisas.",D18-5EF–CL01,Reconhecer o gênero texto dramático.,x,x,x,x,x,2.0,EF15LP02,Reconhecer diferentes gêneros textuais (5º ano).
D18-5EF,"Reconhecer o gênero de textos de nível 2 que circulam no campo de atuação artístico literário, da vida pública ou de estudos e pesquisas.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação artístico-literário, da vida pública ou de estudos e pesquisas.",D18-5EF–CL02,Reconhecer o gênero biografia.,x,x,x,x,x,2.0,EF15LP02,Reconhecer diferentes gêneros textuais (5º ano).
D18-5EF,"Reconhecer o gênero de textos de nível 2 que circulam no campo de atuação artístico literário, da vida pública ou de estudos e pesquisas.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação artístico-literário, da vida pública ou de estudos e pesquisas.",D18-5EF–CL03,Reconhecer o gênero leis ou estatuto (adaptados ao público infanto-juvenil).,x,x,x,x,x,2.0,EF15LP02,Reconhecer diferentes gêneros textuais (5º ano).
D18-5EF,"Reconhecer o gênero de textos de nível 2 que circulam no campo de atuação artístico literário, da vida pública ou de estudos e pesquisas.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação artístico-literário, da vida pública ou de estudos e pesquisas.",D18-5EF–CL04,Reconhecer o gênero reportagem (adaptada ao público infanto-juvenil).,x,x,x,x,x,2.0,EF15LP02,Reconhecer diferentes gêneros textuais (5º ano).
D18-5EF,"Reconhecer o gênero de textos de nível 2 que circulam no campo de atuação artístico literário, da vida pública ou de estudos e pesquisas.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação artístico-literário, da vida pública ou de estudos e pesquisas.",D18-5EF–CL05,Reconhecer o gênero artigos científico (adaptado ao público infanto-juvenil).,x,x,x,x,x,2.0,EF15LP02,Reconhecer diferentes gêneros textuais (5º ano).
D19-2EF,"Reconhecer o personagem principal de narrativas lineares em textos de nível 1, quando o personagem é citado no título ou é tópico do primeiro parágrafo.","Textos de até 8 linhas, composto por períodos simples ou com breves intercalações, que circulam no campo de atuação artístico literário.",D19-2EF–CL01,"Reconhecer o personagem principal de conto de fadas, quando o personagem é citado no título ou é tópico do primeiro parágrafo.",x,x,x,x,x,2.0,EF01LP26,Não há.
D19-2EF,"Reconhecer o personagem principal de narrativas lineares em textos de nível 1, quando o personagem é citado no título ou é tópico do primeiro parágrafo.","Textos de até 8 linhas, composto por períodos simples ou com breves intercalações, que circulam no campo de atuação artístico literário.",D19-2EF–CL02,"Reconhecer o personagem principal de uma lenda ou mito, quando o personagem é citado no título ou é tópico do primeiro parágrafo.",x,x,x,x,x,2.0,EF01LP26,Não há.
D19-2EF,"Reconhecer o personagem principal de narrativas lineares em textos de nível 1, quando o personagem é citado no título ou é tópico do primeiro parágrafo.","Textos de até 8 linhas, composto por períodos simples ou com breves intercalações, que circulam no campo de atuação artístico literário.",D19-2EF–CL03,"Reconhecer o personagem principal de um conto popular ou folclórico, quando o personagem é citado no título ou é tópico do primeiro parágrafo.",x,x,x,x,x,2.0,EF01LP26,Não há.
D19-2EF,"Reconhecer o personagem principal de narrativas lineares em textos de nível 1, quando o personagem é citado no título ou é tópico do primeiro parágrafo.","Textos de até 8 linhas, composto por períodos simples ou com breves intercalações, que circulam no campo de atuação artístico literário.",D19-2EF–CL04,"Reconhecer o personagem principal de um poema narrativo, quando o personagem é citado no título ou é tópico do primeiro parágrafo.",x,x,x,x,x,2.0,EF01LP26,Não há.
D19-2EF,"Reconhecer o personagem principal de narrativas lineares em textos de nível 1, quando o personagem é citado no título ou é tópico do primeiro parágrafo.","Textos de até 8 linhas, composto por períodos simples ou com breves intercalações, que circulam no campo de atuação artístico literário.",D19-2EF–CL05,"Reconhecer o personagem principal de um quadrinha, quando o personagem é citado no título ou é tópico do primeiro parágrafo.",x,x,x,x,x,2.0,EF01LP26,Não há.
D19-3EF,"Reconhecer  o tempo e/ou lugar em narrativas lineares, em textos  de nível 1, quando há pistas textuais que evidenciam esses elementos.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam no campo de atuação artístico literário.",D19-3EF–CL01,"Reconhecer o tempo e o lugar de conto de fadas, quando há pistas textuais que evidenciam esses elementos.",x,x,x,x,x,2.0,(EF01LP26),Não há.
D19-3EF,"Reconhecer  o tempo e/ou lugar em narrativas lineares, em textos  de nível 1, quando há pistas textuais que evidenciam esses elementos.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam no campo de atuação artístico literário.",D19-3EF–CL02,"Reconhecer o tempo e o lugar de uma lenda ou mito, quando há pistas textuais que evidenciam esses elementos.",x,x,x,x,x,2.0,(EF01LP26),Não há.
D19-3EF,"Reconhecer  o tempo e/ou lugar em narrativas lineares, em textos  de nível 1, quando há pistas textuais que evidenciam esses elementos.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam no campo de atuação artístico literário.",D19-3EF–CL03,"Reconhecer o tempo e o lugar conto popular ou folclórico, quando há pistas textuais que evidenciam esses elementos.",x,x,x,x,x,2.0,(EF01LP26),Não há.
D19-3EF,"Reconhecer  o tempo e/ou lugar em narrativas lineares, em textos  de nível 1, quando há pistas textuais que evidenciam esses elementos.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam no campo de atuação artístico literário.",D19-3EF–CL04,"Reconhecer o tempo e o lugar poema narrativo, quando há pistas textuais que evidenciam esses elementos.",x,x,x,x,x,2.0,(EF01LP26),Não há.
D19-3EF,"Reconhecer  o tempo e/ou lugar em narrativas lineares, em textos  de nível 1, quando há pistas textuais que evidenciam esses elementos.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam no campo de atuação artístico literário.",D19-3EF–CL05,"Reconhecer o tempo e o lugar de um cordel, quando há pistas textuais que evidenciam esses elementos.",x,x,x,x,x,2.0,(EF01LP26),Não há.
D19-4EF,Reconhecer o narrador em narrativas lineares em textos  de nível 2 quando se trata do narrador em primeira pessoa.,"Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação artístico literário.",D19-4EF–CL01,"Reconhecer o narrador em um conto infantil, quando se trata do narrador em primeira pessoa.",x,x,x,x,x,2.0,EF35LP29,Não há
D19-4EF,Reconhecer o narrador em narrativas lineares em textos  de nível 2 quando se trata do narrador em primeira pessoa.,"Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação artístico literário.",D19-4EF–CL02,"Reconhecer o narrador em um poema narrativo, quando se trata do narrador em primeira pessoa.",x,x,x,x,x,2.0,EF35LP29,Não há
D19-5EF,"Reconhecer o conflito gerador do enredo em narrativas lineares de nível 2, quando o conflito se apresenta no início do texto e/ou há pistas que o sinalizam.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação artístico literário.",D19-5EF–CL01,"Reconhecer o conflito gerador de um conto infantil, quando o conflito se apresenta no início do texto e/ou há pistas que o sinalizam.",x,x,x,x,x,2.0,EF35LP29,Identificar elementos constitutivos de textos narrativos.
D19-5EF,"Reconhecer o conflito gerador do enredo em narrativas lineares de nível 2, quando o conflito se apresenta no início do texto e/ou há pistas que o sinalizam.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação artístico literário.",D19-5EF–CL02,"Reconhecer o conflito gerador de uma lenda ou mito, quando o conflito se apresenta no início do texto e/ou há pistas que o sinalizam.",x,x,x,x,x,2.0,EF35LP29,Identificar elementos constitutivos de textos narrativos.
D19-5EF,"Reconhecer o conflito gerador do enredo em narrativas lineares de nível 2, quando o conflito se apresenta no início do texto e/ou há pistas que o sinalizam.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação artístico literário.",D19-5EF–CL03,"Reconhecer o conflito gerador de uma fábula, quando o conflito se apresenta no início do texto e/ou há pistas que o sinalizam.",x,x,x,x,x,2.0,EF35LP29,Identificar elementos constitutivos de textos narrativos.
D19-5EF,"Reconhecer o conflito gerador do enredo em narrativas lineares de nível 2, quando o conflito se apresenta no início do texto e/ou há pistas que o sinalizam.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação artístico literário.",D19-5EF–CL04,"Reconhecer o conflito gerador de um poema narrativo, quando o conflito se apresenta no início do texto e/ou há pistas que o sinalizam.",x,x,x,x,x,2.0,EF35LP29,Identificar elementos constitutivos de textos narrativos.
D19-5EF,"Reconhecer o conflito gerador do enredo em narrativas lineares de nível 2, quando o conflito se apresenta no início do texto e/ou há pistas que o sinalizam.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação artístico literário.",D19-5EF–CL05,"Reconhecer o conflito gerador de um cordel, quando o conflito se apresenta no início do texto e/ou há pistas que o sinalizam.",x,x,x,x,x,2.0,EF35LP29,Identificar elementos constitutivos de textos narrativos.
D20-4EF,"Identificar a opinião de um personagem em texto de nível 2, quando o enunciado opinativo é marcado por verbo opinativo (acho que, penso que).","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação da vida cotidiana ou artístico literário.
 Textos multissemióticos.",D20-4EF–CL01,"Identificar a opinião de um personagem em um conto infantil, estando a opinião marcada por um verbo opinativo.",x,x,x,x,x,1.0,EF04LP15,Distinguir fatos de opiniões em textos.(5º ano)
D20-4EF,"Identificar a opinião de um personagem em texto de nível 2, quando o enunciado opinativo é marcado por verbo opinativo (acho que, penso que).","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação da vida cotidiana ou artístico literário.
 Textos multissemióticos.",D20-4EF–CL02,"Identificar a opinião de um personagem em uma fábula, estando a opinião marcada por um verbo opinativo.",x,x,x,x,x,1.0,EF04LP15,Distinguir fatos de opiniões em textos.(5º ano)
D20-4EF,"Identificar a opinião de um personagem em texto de nível 2, quando o enunciado opinativo é marcado por verbo opinativo (acho que, penso que).","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação da vida cotidiana ou artístico literário.
 Textos multissemióticos.",D20-4EF–CL03,"Identificar a opinião de um personagem em uma lenda ou mito, estando a opinião marcada por um verbo opinativo.",x,x,x,x,x,1.0,EF04LP15,Distinguir fatos de opiniões em textos.(5º ano)
D20-4EF,"Identificar a opinião de um personagem em texto de nível 2, quando o enunciado opinativo é marcado por verbo opinativo (acho que, penso que).","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação da vida cotidiana ou artístico literário.
 Textos multissemióticos.",D20-4EF–CL04,"Identificar a opinião de um personagem em uma história em quadrinhos, estando a opinião marcada por um verbo opinativo.",x,x,x,x,x,1.0,EF04LP15,Distinguir fatos de opiniões em textos.(5º ano)
D20-4EF,"Identificar a opinião de um personagem em texto de nível 2, quando o enunciado opinativo é marcado por verbo opinativo (acho que, penso que).","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação da vida cotidiana ou artístico literário.
 Textos multissemióticos.",D20-4EF–CL05,"Identificar a opinião de um personagem em uma piada, estando a opinião marcada por um verbo opinativo.",x,x,x,x,x,1.0,EF04LP15,Distinguir fatos de opiniões em textos.(5º ano)
D20-5EF,"Identificar a opinião de um personagem em texto de nível 2, sendo os enunciados opinativos marcados por frase exclamativa ou estrutura predicativa.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação da vida cotidiana ou artístico literário.
 Textos multissemióticos.",D20-5EF–CL01,"Identificar a opinião de um personagem em um conto infantil, expressa em frase exclamativa ou estrutura predicativa.",x,x,x,x,x,1.0,EF04LP15,Distinguir fatos de opiniões em textos.(5º ano)
D20-5EF,"Identificar a opinião de um personagem em texto de nível 2, sendo os enunciados opinativos marcados por frase exclamativa ou estrutura predicativa.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação da vida cotidiana ou artístico literário.
 Textos multissemióticos.",D20-5EF–CL02,"Identificar a opinião de um personagem em uma fábula, expressa em frase exclamativa ou estrutura predicativa.",x,x,x,x,x,1.0,EF04LP15,Distinguir fatos de opiniões em textos.(5º ano)
D20-5EF,"Identificar a opinião de um personagem em texto de nível 2, sendo os enunciados opinativos marcados por frase exclamativa ou estrutura predicativa.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação da vida cotidiana ou artístico literário.
 Textos multissemióticos.",D20-5EF–CL03,"Identificar a opinião de um personagem em uma lenda ou mito, expressa em frase exclamativa ou estrutura predicativa.",x,x,x,x,x,1.0,EF04LP15,Distinguir fatos de opiniões em textos.(5º ano)
D20-5EF,"Identificar a opinião de um personagem em texto de nível 2, sendo os enunciados opinativos marcados por frase exclamativa ou estrutura predicativa.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação da vida cotidiana ou artístico literário.
 Textos multissemióticos.",D20-5EF–CL04,"Identificar a opinião de um personagem em uma história em quadrinhos, expressa em frase exclamativa ou estrutura predicativa.",x,x,x,x,x,1.0,EF04LP15,Distinguir fatos de opiniões em textos.(5º ano)
D20-5EF,"Identificar a opinião de um personagem em texto de nível 2, sendo os enunciados opinativos marcados por frase exclamativa ou estrutura predicativa.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente ao campo de atuação da vida cotidiana ou artístico literário.
 Textos multissemióticos.",D20-5EF–CL05,"Identificar a opinião de um personagem em uma piada, expressa em frase exclamativa ou estrutura predicativa.",x,x,x,x,x,1.0,EF04LP15,Distinguir fatos de opiniões em textos.(5º ano)
D21-1EF,Inferir informações em textos predominantemente não verbais.,"Textos não verbais compatíveis com a etapa de escolarização avaliada (tirinhas, charges, cartuns, histórias em quadrinhos).",D21-1EF-CL01,Inferir informações em tirinhas.,x,x,x,x,x,1.0,EF15LP14,Não há.
D21-1EF,Inferir informações em textos predominantemente não verbais.,"Textos não verbais compatíveis com a etapa de escolarização avaliada (tirinhas, charges, cartuns, histórias em quadrinhos).",D21-1EF-CL02,Inferir informações em histórias em quadrinhos.,x,x,x,x,x,1.0,EF15LP14,Não há.
D21-1EF,Inferir informações em textos predominantemente não verbais.,"Textos não verbais compatíveis com a etapa de escolarização avaliada (tirinhas, charges, cartuns, histórias em quadrinhos).",D21-1EF-CL03,Inferir informações em histórias em cartum.,x,x,x,x,x,1.0,EF15LP14,Não há.
D21-1EF,Inferir informações em textos predominantemente não verbais.,"Textos não verbais compatíveis com a etapa de escolarização avaliada (tirinhas, charges, cartuns, histórias em quadrinhos).",D21-1EF-CL04,Inferir informações em histórias em chages.,x,x,x,x,x,1.0,EF15LP14,Não há.
D21-2EF,Inferir informações em textos que articulam linguagem verbal e não-verbal (multissemióticos) com base num quadro específico do texto.,"Textos que articulam linguagem verbal e não verbal (multissemióticos) compatíveis com a etapa de escolarização avaliada (tirinhas, histórias em quadrinhos).",D21-2EF-CL01,Inferir informações em tirinhas com base num quadro específico do texto.,x,x,x,x,x,1.0,EF15LP14,"Inferir informações em textos que articulam
linguagem verbal e não verbal.(5º ano)
"
D21-2EF,Inferir informações em textos que articulam linguagem verbal e não-verbal (multissemióticos) com base num quadro específico do texto.,"Textos que articulam linguagem verbal e não verbal (multissemióticos) compatíveis com a etapa de escolarização avaliada (tirinhas, histórias em quadrinhos).",D21-2EF-CL02,Inferir informações em histórias em quadrinhos com base num quadro específico do texto.,x,x,x,x,x,1.0,EF15LP14,"Inferir informações em textos que articulam
linguagem verbal e não verbal.(5º ano)
"
D21-3EF,"Inferir informações em textos que articulam linguagem verbal e não-verbal (multissemióticos), a partir de deduções apoiadas na leitura global do texto.","Textos que articulam linguagem verbal e não verbal (multissemióticos) compatíveis com a etapa de escolarização avaliada (tirinhas, histórias em quadrinhos).",D21-3EF-CL01,Inferir informações em tirinhas com base em dedução apoiada na leitura global do texto.,x,x,x,x,x,1.0,EF15LP14,"Inferir informações em textos que articulam
linguagem verbal e não verbal.(5º ano
"
D21-3EF,"Inferir informações em textos que articulam linguagem verbal e não-verbal (multissemióticos), a partir de deduções apoiadas na leitura global do texto.","Textos que articulam linguagem verbal e não verbal (multissemióticos) compatíveis com a etapa de escolarização avaliada (tirinhas, histórias em quadrinhos).",D21-3EF-CL02,Inferir informações em histórias em quadrinhos com base em dedução apoiada na leitura global do texto.,x,x,x,x,x,1.0,EF15LP14,"Inferir informações em textos que articulam
linguagem verbal e não verbal.(5º ano
"
D21-4EF,Inferir efeitos de humor textos que articulam linguagem verbal e não-verbal (multissemióticos).,"Textos que articulam linguagem verbal e não verbal (multissemióticos) compatíveis com a etapa de escolarização avaliada (tirinhas, histórias em quadrinhos, charges, cartuns).",D21-4EF-CL01,Inferir efeitos de humor em tirinhas.,x,x,x,x,x,1.0,EF15LP18,"Inferir informações em textos que articulam
linguagem verbal e não verbal.(5º ano
"
D21-4EF,Inferir efeitos de humor textos que articulam linguagem verbal e não-verbal (multissemióticos).,"Textos que articulam linguagem verbal e não verbal (multissemióticos) compatíveis com a etapa de escolarização avaliada (tirinhas, histórias em quadrinhos, charges, cartuns).",D21-4EF-CL02,Inferir efeitos de humor em histórias em quadrinhos.,x,x,x,x,x,1.0,EF15LP18,"Inferir informações em textos que articulam
linguagem verbal e não verbal.(5º ano
"
D21-4EF,Inferir efeitos de humor textos que articulam linguagem verbal e não-verbal (multissemióticos).,"Textos que articulam linguagem verbal e não verbal (multissemióticos) compatíveis com a etapa de escolarização avaliada (tirinhas, histórias em quadrinhos, charges, cartuns).",D21-4EF-CL03,Inferir efeitos de humor em charges.,x,x,x,x,x,1.0,EF15LP18,"Inferir informações em textos que articulam
linguagem verbal e não verbal.(5º ano
"
D21-4EF,Inferir efeitos de humor textos que articulam linguagem verbal e não-verbal (multissemióticos).,"Textos que articulam linguagem verbal e não verbal (multissemióticos) compatíveis com a etapa de escolarização avaliada (tirinhas, histórias em quadrinhos, charges, cartuns).",D21-4EF-CL04,Inferir efeitos de humor em cartuns.,x,x,x,x,x,1.0,EF15LP18,"Inferir informações em textos que articulam
linguagem verbal e não verbal.(5º ano
"
D21-5EF,Inferir efeitos de crítica e/ou ironia em textos que articulam linguagem verbal e não-verbal (multissemióticos).,"Textos que articulam linguagem verbal e não verbal (multissemióticos) compatíveis com a etapa de escolarização avaliada (tirinhas, histórias em quadrinhos, charges, cartuns).",D21-5EF-CL01,Inferir efeitos de crítica e/ou ironia em tirinhas.,x,x,x,x,x,1.0,EF15LP18,"Inferir informações em textos que articulam
linguagem verbal e não verbal.(5º ano)
"
D21-5EF,Inferir efeitos de crítica e/ou ironia em textos que articulam linguagem verbal e não-verbal (multissemióticos).,"Textos que articulam linguagem verbal e não verbal (multissemióticos) compatíveis com a etapa de escolarização avaliada (tirinhas, histórias em quadrinhos, charges, cartuns).",D21-5EF-CL02,Inferir efeitos de crítica e/ou ironia em histórias em quadrinhos.,x,x,x,x,x,1.0,EF15LP18,"Inferir informações em textos que articulam
linguagem verbal e não verbal.(5º ano)
"
D21-5EF,Inferir efeitos de crítica e/ou ironia em textos que articulam linguagem verbal e não-verbal (multissemióticos).,"Textos que articulam linguagem verbal e não verbal (multissemióticos) compatíveis com a etapa de escolarização avaliada (tirinhas, histórias em quadrinhos, charges, cartuns).",D21-5EF-CL03,Inferir efeitos de crítica e/ou ironia em charges.,x,x,x,x,x,1.0,EF15LP18,"Inferir informações em textos que articulam
linguagem verbal e não verbal.(5º ano)
"
D21-5EF,Inferir efeitos de crítica e/ou ironia em textos que articulam linguagem verbal e não-verbal (multissemióticos).,"Textos que articulam linguagem verbal e não verbal (multissemióticos) compatíveis com a etapa de escolarização avaliada (tirinhas, histórias em quadrinhos, charges, cartuns).",D21-5EF-CL04,Inferir efeitos de crítica e/ou ironia em cartuns.,x,x,x,x,x,1.0,EF15LP18,"Inferir informações em textos que articulam
linguagem verbal e não verbal.(5º ano)
"
D22-3EF,"Reconhecer, em textos de nível 1, relações lógico-discursivas de causalidade marcadas por conjunções mais usuais.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D22-3EF-CL01,Reconhecer relações lógico discursivas de causalidade marcadas por conjunções mais usuais em bilhetes.,x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
