Código do Descritor,Descritor,Nível de Complexidade do Texto,Código da Classe,Classes,1EF,2EF,3EF,4EF,5EF,Prio Ped,BNCC,SAEB
D01-1EF,Distinguir letras do alfabeto de outros sinais gráficos.,Não há.,D01-1EF-CL1,Distinguir letras do alfabeto de desenhos e/ou garatujas.,x,,,,,2.0,EF01LP04,Não há.
D01-1EF,Distinguir letras do alfabeto de outros sinais gráficos.,Não há.,D01-1EF-CL2,Distinguir letras do alfabeto de números e/ou outros sinais usados na escrita convencional.,x,,,,,2.0,EF01LP04,Não há.
D02-1EF,Reconhecer letras do alfabeto.,Não há.,D02-1EF-CL1,"Reconhecer uma vogal, quando apresentada individualmente.",x,,,,,2.0,EF01LP10,Não há.
D02-1EF,Reconhecer letras do alfabeto.,Não há.,D02-1EF-CL2,"Reconhecer uma vogal, quando apresentada no início de uma palavra.",x,,,,,2.0,EF01LP10,Não há.
D02-1EF,Reconhecer letras do alfabeto.,Não há.,D02-1EF-CL3,"Reconhecer uma consoante, quando apresentada individualmente, entre outras com pontos e/ou modos de articulação semelhantes.",x,,,,,2.0,EF01LP10,Não há.
D02-1EF,Reconhecer letras do alfabeto.,Não há.,D02-1EFCL4,"Reconhecer uma consoante, quando apresentada no início de uma palavra, entre outras com pontos e/ou modos de articulação semelhantes.",x,,,,,2.0,EF01LP10,Não há.
D03-1EF,Reconhecer as diferentes formas de grafar uma letra ou uma palavra.,Não há.,D03-12EF-CL01,Reconhecer uma letra em imprensa maiúscula na forma cursiva ou vice-versa.,x,,,,,2.0,EF01LP11,Não há.
D03-1EF,Reconhecer as diferentes formas de grafar uma letra ou uma palavra.,Não há.,D03-12EF-CL02,Reconhecer uma letra em imprensa minúscula na forma cursiva ou vice-versa.,x,,,,,2.0,EF01LP11,Não há.
D03-1EF,Reconhecer as diferentes formas de grafar uma letra ou uma palavra.,Não há.,D03-12EF-CL03,Reconhecer uma palavra em imprensa maiúscula na forma cursiva ou vice-versa.,x,,,,,2.0,EF01LP11,Não há.
D03-1EF,Reconhecer as diferentes formas de grafar uma letra ou uma palavra.,Não há.,D03-12EF-CL04,Reconhecer uma palavra em imprensa minúscula na forma cursiva ou vice-versa.,x,,,,,2.0,EF01LP11,Não há.
D03-1EF,Reconhecer as diferentes formas de grafar uma letra ou uma palavra.,Não há.,D03-12EF-CL05,"Reconhecer uma frase escrita em imprensa na forma cursiva ou vice-versa.
 
",x,,,,,2.0,EF01LP11,Não há.
D03-1EF,Reconhecer as diferentes formas de grafar uma letra ou uma palavra.,Não há.,D03-12EF-CL06,Reconhecer uma letra em maiúscula na forma minúscula ou vice-versa.,x,,,,,2.0,EF01LP11,Não há.
D03-1EF,Reconhecer as diferentes formas de grafar uma letra ou uma palavra.,Não há.,D03-12EF-CL07,Reconhecer uma palavra em maiúscula na forma minúscula ou vice-versa.,x,,,,,2.0,EF01LP11,Não há.
D03-1EF,Reconhecer as diferentes formas de grafar uma letra ou uma palavra.,Não há.,D03-12EF-CL08,Reconhecer uma frase escrita em maiúscula na forma minúscula ou vice-versa.,x,,,,,2.0,EF01LP11,Não há.
D04-1EF,Reconhecer as direções da escrita.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana ou artístico literário.",D04-1EF-CL01,Reconhecer a primeira palavra de um poema.,x,,,,,2.0,EF01LP01,Não há.
D04-1EF,Reconhecer as direções da escrita.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana ou artístico literário.",D04-1EF-CL02,Reconhecer a primeira palavra de uma parlenda.,x,,,,,2.0,EF01LP01,Não há.
D04-1EF,Reconhecer as direções da escrita.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana ou artístico literário.",D04-1EF-CL03,Reconhecer a primeira palavra de uma quadrinha.,x,,,,,2.0,EF01LP01,Não há.
D04-1EF,Reconhecer as direções da escrita.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana ou artístico literário.",D04-1EF-CL04,Reconhecer a primeira palavra de um texto em prosa curto (até 4 linhas).,x,,,,,2.0,EF01LP01,Não há.
D04-1EF,Reconhecer as direções da escrita.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana ou artístico literário.",D04-1EF-CL05,Reconhecer a última palavra de um poema.,x,,,,,2.0,EF01LP01,Não há.
D04-1EF,Reconhecer as direções da escrita.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana ou artístico literário.",D04-1EF-CL06,Reconhecer a última palavra de uma parlenda.,x,,,,,2.0,EF01LP01,Não há.
D04-1EF,Reconhecer as direções da escrita.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana ou artístico literário.",D04-1EF-CL07,Reconhecer a última palavra de uma quadrinha.,x,,,,,2.0,EF01LP01,Não há.
D04-1EF,Reconhecer as direções da escrita.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana ou artístico literário.",D04-1EF-CL08,Reconhecer a última palavra de um texto em prosa curto (até 4 linhas).,x,,,,,2.0,EF01LP01,Não há.
D05-1EF,Identificar a correta segmentação de palavras na escrita.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana ou artístico literário.",D05-1EF-CL01,Identificar uma frase segmentada corretamente.,x,,,,,2.0,EF01LP12,Não há
D05-1EF,Identificar a correta segmentação de palavras na escrita.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana ou artístico literário.",D05-1EF-CL02,Identificar a estrofe de um poema segmentada corretamente.,x,,,,,2.0,EF01LP12,Não há
D05-1EF,Identificar a correta segmentação de palavras na escrita.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana ou artístico literário.",D05-1EF-CL03,Identificar um trava-língua segmentado corretamente.,x,,,,,2.0,EF01LP12,Não há
D05-1EF,Identificar a correta segmentação de palavras na escrita.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana ou artístico literário.",D05-1EF-CL04,Identificar uma quadrinha segmentada corretamente.,x,,,,,2.0,EF01LP12,Não há
D05-1EF,Identificar a correta segmentação de palavras na escrita.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana ou artístico literário.",D05-1EF-CL05,Identificar uma parlenda segmentada corretamente.,x,,,,,2.0,EF01LP12,Não há
D05-1EF,Identificar a correta segmentação de palavras na escrita.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana ou artístico literário.",D05-1EF-CL06,Identificar um texto em prosa curto (até 4 linhas) segmentado corretamente.,x,,,,,2.0,EF01LP12,Não há
D06-1EF,Reconhecer o local de inserção de uma palavra na ordem alfabética.,Não há.,D01EF-CL01,"Reconhecer o local de inserção de uma palavra na ordem alfabética a partir da primeira letra, em uma lista com até 5 itens.",x,,,,,2.0,EF01LP10,Não há.
D06-1EF,Reconhecer o local de inserção de uma palavra na ordem alfabética.,Não há.,D06-1EF-CL02,"Reconhecer o local de inserção de uma palavra na ordem alfabética a partir da primeira letra, em uma lista com mais de 5 itens.",x,,,,,2.0,EF01LP10,Não há.
D06-1EF,Reconhecer o local de inserção de uma palavra na ordem alfabética.,Não há.,D06-1EF-CL03,"Reconhecer o local de inserção de uma palavra na ordem alfabética a partir da segunda letra, em uma lista com até 5 itens.",x,,,,,2.0,EF01LP10,Não há.
D06-1EF,Reconhecer o local de inserção de uma palavra na ordem alfabética.,Não há.,D06-1EF-CL04,"Reconhecer o local de inserção de uma palavra na ordem alfabética a partir da segunda letra, em uma lista com mais de 5 itens.",x,,,,,2.0,EF01LP10,Não há.
D07-1EF,Identificar pares de palavras que rimam em textos de nível 1.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana ou artístico literário.",D07-1EF-CL01,"Identificar pares de palavras que rimam, em uma mesma estrofe de um poema.",x,,,,,1.0,EF12LP19,Relacionar elementos sonoros das palavras com sua representação escrita.
D07-1EF,Identificar pares de palavras que rimam em textos de nível 1.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana ou artístico literário.",D07-1EF-CL02,"Identificar pares de palavras que rimam, em estrofes diferentes de um poema curto.",x,,,,,1.0,EF12LP19,Relacionar elementos sonoros das palavras com sua representação escrita.
D07-1EF,Identificar pares de palavras que rimam em textos de nível 1.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana ou artístico literário.",D07-1EF-CL03,"Identificar pares de palavras que rimam, numa quadrinha.",x,,,,,1.0,EF12LP19,Relacionar elementos sonoros das palavras com sua representação escrita.
D07-1EF,Identificar pares de palavras que rimam em textos de nível 1.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana ou artístico literário.",D07-1EF-CL04,"Identificar pares de palavras que rimam, numa parlenda.",x,,,,,1.0,EF12LP19,Relacionar elementos sonoros das palavras com sua representação escrita.
D08-1EF,Segmentar palavras em sílabas (contar sílabas).,Não há.,D08-1EF-CL01,"Segmentar palavras formadas exclusivamente por sílabas canônicas, tendo como estímulo uma imagem.",x,,,,,1.0,EF01LP06,"Relacionar elementos sonoros das palavras
com sua representação escrita.
"
D08-1EF,Segmentar palavras em sílabas (contar sílabas).,Não há.,D08-1EF-CL02,"Segmentar palavras formadas exclusivamente por sílabas canônicas, tendo como estímulo a palavra a ser segmentada.",x,,,,,1.0,EF01LP06,"Relacionar elementos sonoros das palavras
com sua representação escrita.
"
D08-1EF,Segmentar palavras em sílabas (contar sílabas).,Não há.,D08-1EF-CL03,"Segmentar palavras formadas por sílabas canônicas e não canônicas (ditongos, hiatos, vogal e semivogal, vogal), tendo como estímulo uma imagem.",x,,,,,1.0,EF01LP06,"Relacionar elementos sonoros das palavras
com sua representação escrita.
"
D08-1EF,Segmentar palavras em sílabas (contar sílabas).,Não há.,D08-1EF-CL04,"Segmentar palavras formadas por sílabas canônicas e não canônicas (ditongos, hiatos, vogal e semivogal, vogal), tendo como estímulo a palavra a ser segmentada.",x,,,,,1.0,EF01LP06,"Relacionar elementos sonoros das palavras
com sua representação escrita.
"
D09-1EF,Reconhecer semelhanças sonoras entre sílabas.,Não há.,D09-1EF-CL01,Identificar a sílaba inicial de uma palavra com base em alternativas que apresentem uma única imagem.,x,,,,,1.0,EF01LP09,"Relacionar elementos sonoros das palavras
com sua representação escrita.
"
D09-1EF,Reconhecer semelhanças sonoras entre sílabas.,Não há.,D09-1EF-CL02,"Identificar semelhanças entre sílabas iniciais de palavras com base em alternativas que apresentem pares de imagens.
",x,,,,,1.0,EF01LP09,"Relacionar elementos sonoros das palavras
com sua representação escrita.
"
D09-1EF,Reconhecer semelhanças sonoras entre sílabas.,Não há.,D09-1EF-CL03,Identificar a sílaba final de uma palavra com base em alternativas que apresentem uma única imagem.,x,,,,,1.0,EF01LP09,"Relacionar elementos sonoros das palavras
com sua representação escrita.
"
D09-1EF,Reconhecer semelhanças sonoras entre sílabas.,Não há.,D09-1EF-CL04,Identificar semelhanças entre sílabas finais de palavras com base em alternativas que apresentem pares de imagens.,x,,,,,1.0,EF01LP09,"Relacionar elementos sonoros das palavras
com sua representação escrita.
"
